"epoch","hopfield_testset - _step","hopfield_testset - _step__MIN","hopfield_testset - _step__MAX","hopfield_testset - loss_to_report_val","hopfield_testset - loss_to_report_val__MIN","hopfield_testset - loss_to_report_val__MAX"
"0","0","0","0","0.33154845455816095","0.33154845455816095","0.33154845455816095"
"1","2","2","2","0.29273596934520424","0.29273596934520424","0.29273596934520424"
"2","4","4","4","0.2718408157776861","0.2718408157776861","0.2718408157776861"
"3","6","6","6","0.257960138185066","0.257960138185066","0.257960138185066"
"4","8","8","8","0.24594033690553915","0.24594033690553915","0.24594033690553915"
"5","10","10","10","0.22816400783624616","0.22816400783624616","0.22816400783624616"
"6","12","12","12","0.2255464814779836","0.2255464814779836","0.2255464814779836"
"7","14","14","14","0.22980911319411979","0.22980911319411979","0.22980911319411979"
"8","16","16","16","0.213105271790308","0.213105271790308","0.213105271790308"
"9","18","18","18","0.21036820698351816","0.21036820698351816","0.21036820698351816"
"10","20","20","20","0.1964674474047662","0.1964674474047662","0.1964674474047662"
"11","22","22","22","0.1900973792535561","0.1900973792535561","0.1900973792535561"
"12","24","24","24","0.18230595203597483","0.18230595203597483","0.18230595203597483"
"13","26","26","26","0.18984404172772892","0.18984404172772892","0.18984404172772892"
"14","28","28","28","0.17909396832142663","0.17909396832142663","0.17909396832142663"
"15","30","30","30","0.17246972266892474","0.17246972266892474","0.17246972266892474"
"16","32","32","32","0.16808927510849125","0.16808927510849125","0.16808927510849125"
"17","34","34","34","0.17935547768306004","0.17935547768306004","0.17935547768306004"
"18","36","36","36","0.16696149375992086","0.16696149375992086","0.16696149375992086"
"19","38","38","38","0.163622368943074","0.163622368943074","0.163622368943074"
"20","40","40","40","0.1597550680377377","0.1597550680377377","0.1597550680377377"
"21","42","42","42","0.1611231016975267","0.1611231016975267","0.1611231016975267"
"22","44","44","44","0.16048083095784763","0.16048083095784763","0.16048083095784763"
"23","46","46","46","0.16726215532978847","0.16726215532978847","0.16726215532978847"
"24","48","48","48","0.1558900962200679","0.1558900962200679","0.1558900962200679"
"25","50","50","50","0.16063134352890238","0.16063134352890238","0.16063134352890238"
"26","52","52","52","0.14969156520053997","0.14969156520053997","0.14969156520053997"
"27","54","54","54","0.15054345286723142","0.15054345286723142","0.15054345286723142"
"28","56","56","56","0.15156313526548387","0.15156313526548387","0.15156313526548387"
"29","58","58","58","0.15233990606373016","0.15233990606373016","0.15233990606373016"
"30","60","60","60","0.14779054316045068","0.14779054316045068","0.14779054316045068"
"31","62","62","62","0.1489988728507532","0.1489988728507532","0.1489988728507532"
"32","64","64","64","0.14720926964221595","0.14720926964221595","0.14720926964221595"
"33","66","66","66","0.1445619854339633","0.1445619854339633","0.1445619854339633"
"34","68","68","68","0.1447106306670956","0.1447106306670956","0.1447106306670956"
"35","70","70","70","0.1417008035795406","0.1417008035795406","0.1417008035795406"
"36","72","72","72","0.1416440315980907","0.1416440315980907","0.1416440315980907"
"37","74","74","74","0.14168302292865584","0.14168302292865584","0.14168302292865584"
"38","76","76","76","0.14315800918109048","0.14315800918109048","0.14315800918109048"
"39","78","78","78","0.13805193986349776","0.13805193986349776","0.13805193986349776"
"40","80","80","80","0.13868695899466","0.13868695899466","0.13868695899466"
"41","82","82","82","0.1401729705272503","0.1401729705272503","0.1401729705272503"
"42","84","84","84","0.14120323748406405","0.14120323748406405","0.14120323748406405"
"43","86","86","86","0.13901202282937183","0.13901202282937183","0.13901202282937183"
"44","88","88","88","0.13938831568045618","0.13938831568045618","0.13938831568045618"
"45","90","90","90","0.14041415104596086","0.14041415104596086","0.14041415104596086"
"46","92","92","92","0.13880794851104022","0.13880794851104022","0.13880794851104022"
"47","94","94","94","0.13891700043939298","0.13891700043939298","0.13891700043939298"
"48","96","96","96","0.1355129735473435","0.1355129735473435","0.1355129735473435"
"49","98","98","98","0.1346649385792799","0.1346649385792799","0.1346649385792799"
"50","100","100","100","0.13529678509010326","0.13529678509010326","0.13529678509010326"
"51","102","102","102","0.13595091708735865","0.13595091708735865","0.13595091708735865"
"52","104","104","104","0.1364359332031961","0.1364359332031961","0.1364359332031961"
"53","106","106","106","0.1348418600541794","0.1348418600541794","0.1348418600541794"
"54","108","108","108","0.1347949562750245","0.1347949562750245","0.1347949562750245"
"55","110","110","110","0.13452751244346814","0.13452751244346814","0.13452751244346814"
"56","112","112","112","0.1365863321142032","0.1365863321142032","0.1365863321142032"
"57","114","114","114","0.13578825410012357","0.13578825410012357","0.13578825410012357"
"58","116","116","116","0.13335399819136515","0.13335399819136515","0.13335399819136515"
"59","118","118","118","0.1358057871805353","0.1358057871805353","0.1358057871805353"
"60","120","120","120","0.13371509177732988","0.13371509177732988","0.13371509177732988"
"61","122","122","122","0.1323575133576984","0.1323575133576984","0.1323575133576984"
