"epoch","hopfield_testset - _step","hopfield_testset - _step__MIN","hopfield_testset - _step__MAX","hopfield_testset - loss_to_report_val","hopfield_testset - loss_to_report_val__MIN","hopfield_testset - loss_to_report_val__MAX"
"0","0","0","0","0.33303659335814717","0.33303659335814717","0.33303659335814717"
"1","2","2","2","0.2906502649277083","0.2906502649277083","0.2906502649277083"
"2","4","4","4","0.27521283159332594","0.27521283159332594","0.27521283159332594"
"3","6","6","6","0.25977074551497814","0.25977074551497814","0.25977074551497814"
"4","8","8","8","0.24238357823522266","0.24238357823522266","0.24238357823522266"
"5","10","10","10","0.23501297915766114","0.23501297915766114","0.23501297915766114"
"6","12","12","12","0.22802762115740732","0.22802762115740732","0.22802762115740732"
"7","14","14","14","0.22415648217278233","0.22415648217278233","0.22415648217278233"
"8","16","16","16","0.2089421847100418","0.2089421847100418","0.2089421847100418"
"9","18","18","18","0.2009811735269185","0.2009811735269185","0.2009811735269185"
"10","20","20","20","0.197279367733256","0.197279367733256","0.197279367733256"
"11","22","22","22","0.20438499937609264","0.20438499937609264","0.20438499937609264"
"12","24","24","24","0.19641053201985842","0.19641053201985842","0.19641053201985842"
"13","26","26","26","0.1828429971634905","0.1828429971634905","0.1828429971634905"
"14","28","28","28","0.1780842394803544","0.1780842394803544","0.1780842394803544"
"15","30","30","30","0.18423504806534532","0.18423504806534532","0.18423504806534532"
"16","32","32","32","0.17716057574441021","0.17716057574441021","0.17716057574441021"
"17","34","34","34","0.17582119412110908","0.17582119412110908","0.17582119412110908"
"18","36","36","36","0.16839181648089016","0.16839181648089016","0.16839181648089016"
"19","38","38","38","0.16659871892602368","0.16659871892602368","0.16659871892602368"
"20","40","40","40","0.16344260460926024","0.16344260460926024","0.16344260460926024"
"21","42","42","42","0.15682536537296357","0.15682536537296357","0.15682536537296357"
"22","44","44","44","0.1684641306922523","0.1684641306922523","0.1684641306922523"
"23","46","46","46","0.15415184202671492","0.15415184202671492","0.15415184202671492"
"24","48","48","48","0.15760222923331682","0.15760222923331682","0.15760222923331682"
"25","50","50","50","0.14984118010874614","0.14984118010874614","0.14984118010874614"
"26","52","52","52","0.15669900245130433","0.15669900245130433","0.15669900245130433"
"27","54","54","54","0.15459747358421153","0.15459747358421153","0.15459747358421153"
"28","56","56","56","0.15085089624813788","0.15085089624813788","0.15085089624813788"
"29","58","58","58","0.14577590305400567","0.14577590305400567","0.14577590305400567"
